EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
1817,West,Residential,1567.06,1381.42,185.64,91451.2
1818,South,Commercial,1465.5,1425.47,40.03,31618.32
1819,West,Commercial,918.74,834.22,84.52,43822.63
1820,East,Industrial,1731.36,1608.88,122.48,49822.48
1821,Central,Industrial,2249.06,2155.47,93.59,9737.07
1822,Central,Commercial,1736.71,1522.36,214.35,97097.38
1823,North,Commercial,1219.3,1187.57,31.73,31105.53
1824,South,Residential,2146.28,1957.83,188.45,23615.3
1825,South,Residential,852.38,760.93,91.45,10879.72
1826,North,Industrial,2385.94,1986.85,399.09,8917.67
1827,Central,Commercial,2308.64,1864.63,444.01,34949.72
1828,South,Industrial,1699.03,1610.72,88.31,63896.95
1829,Central,Industrial,926.08,759.35,166.73,91320.36
1830,North,Residential,2229.78,1805.69,424.09,91445.16
1831,Central,Residential,775.58,748.57,27.01,20588.95
1832,Central,Residential,1885.9,1537.22,348.68,96219.22
1833,South,Residential,1025.9,1001.81,24.09,56147.6
1834,North,Residential,861.31,774.41,86.9,75286.64
1835,North,Commercial,935,804.02,130.98,97864.94
1836,South,Residential,1598.23,1452.18,146.05,86627.78
1837,North,Commercial,691.44,637.27,54.17,48156.46
1838,Central,Industrial,2365.47,2186.4,179.07,61569.4
1839,West,Industrial,1366.72,1337.14,29.58,58518.88
1840,Central,Commercial,1317.72,1100.06,217.66,20459.41
1841,North,Residential,1604.14,1421.03,183.11,87728.48
1842,Central,Residential,808.11,770.46,37.65,49257.47
1843,South,Industrial,1278.88,1130.53,148.35,46190.32
1844,South,Commercial,1334.38,1070.56,263.82,14213.05
1845,West,Industrial,675.14,626.82,48.32,19918.38
1846,North,Industrial,1178.49,1092.78,85.71,90862.46
1847,Central,Industrial,1455.56,1174.64,280.92,71874.71
1848,East,Industrial,1821.17,1462.56,358.61,75645.55
1849,West,Industrial,1940.09,1598.24,341.85,90844.57
1850,North,Industrial,1278.25,1162.81,115.44,88704.11
1851,Central,Commercial,966.74,840.87,125.87,5365.02
1852,South,Residential,2146.39,1781.22,365.17,75455.71
1853,North,Commercial,1656.3,1349.41,306.89,46669.75
1854,North,Commercial,2027,1746.9,280.1,37175.51
1855,West,Commercial,1842.8,1597.22,245.58,69964.93
1856,West,Commercial,2017.77,1897.99,119.78,66486.91
1857,North,Industrial,1986.7,1772.56,214.14,66493.37
1858,North,Industrial,1736.64,1540.38,196.26,58914.42
1859,North,Industrial,1399.61,1357.87,41.74,44340.38
1860,South,Commercial,2474.18,2041.29,432.89,75286.66
1861,East,Industrial,2238.05,2107.11,130.94,72948.34
1862,Central,Commercial,2177.5,1748.02,429.48,81347.83
1863,West,Industrial,1973.61,1927.2,46.41,6759.52
1864,East,Residential,2088.22,1828.39,259.83,30243.89
1865,North,Industrial,1857,1625.05,231.95,91623.41
1866,West,Industrial,2104.23,1769.28,334.95,75194.36
1867,West,Industrial,2309.15,2023.3,285.85,81156.5
1868,North,Commercial,2129.72,1781.05,348.67,54602.11
1869,South,Commercial,2027.6,1750.92,276.68,86240.93
1870,East,Residential,524.25,442.2,82.05,20598.59
1871,North,Residential,1452.21,1374.45,77.76,37716.25
1872,South,Commercial,2082.07,1854.88,227.19,80253.31
1873,Central,Residential,1557.1,1496.83,60.27,22513.34
1874,South,Industrial,859.28,783.87,75.41,54404
1875,East,Residential,513.9,483.22,30.68,73218.12
1876,North,Residential,1545.19,1284.79,260.4,77848.65
1877,Central,Industrial,1250.88,1215.16,35.72,69980.12
1878,South,Commercial,1734.68,1501.42,233.26,42831.4
1879,West,Residential,1380.84,1162.83,218.01,63645.55
1880,East,Industrial,1592.99,1509.34,83.65,91242.24
1881,West,Residential,2436.17,2026.75,409.42,12540.34
1882,West,Industrial,1617.62,1577.82,39.8,58480.45
1883,West,Commercial,817.13,656.19,160.94,74440.53
1884,East,Industrial,2063.65,1704.95,358.7,77961.43
1885,Central,Industrial,932.28,769.52,162.76,80182.16
1886,West,Industrial,1253.51,1170.94,82.57,20288.57
1887,East,Residential,677.41,625.19,52.22,85060.26
1888,West,Residential,1601.71,1489.32,112.39,79965.08
1889,Central,Residential,2298.75,1980.38,318.37,84177.35
1890,South,Residential,598.83,543.52,55.31,82285.51
1891,South,Industrial,1667.96,1563.35,104.61,84611.69
1892,South,Residential,1249.5,1026.94,222.56,10072.37
1893,Central,Industrial,883.92,792.52,91.4,62411.85
1894,Central,Industrial,1067.17,889.67,177.5,41520.14
1895,South,Residential,640.74,562.87,77.87,43336.46
1896,North,Commercial,1102.27,1034.39,67.88,32801.59
1897,North,Industrial,1858.9,1733.6,125.3,76240.18
1898,Central,Commercial,2406.5,2187.6,218.9,92495.58
1899,West,Industrial,1159.13,1105.48,53.65,93665.1
1900,South,Industrial,975.67,869.93,105.74,47344.28
1901,Central,Commercial,1096.19,978.57,117.62,61295.22
1902,West,Commercial,749.94,607.62,142.32,34369.03
1903,East,Industrial,2277.44,2091.53,185.91,74601.03
1904,North,Residential,2140.86,2043.03,97.83,23899.17
1905,North,Commercial,1982.04,1767.89,214.15,10363.83
1906,East,Commercial,1350.63,1164.18,186.45,84195.4
1907,South,Industrial,1964.16,1887.8,76.36,22627.28
1908,East,Residential,730.23,677.89,52.34,52761.37
1909,North,Industrial,2423.07,1992.5,430.57,13361.41
1910,North,Residential,1536.76,1384.65,152.11,24432.44
1911,South,Residential,860.83,695.42,165.41,31789.67
1912,East,Industrial,2074.65,1924.86,149.79,50193.23
1913,South,Industrial,1805.07,1513.67,291.4,83770.89
1914,East,Residential,1497.08,1200.06,297.02,34630.28
1915,Central,Commercial,771.71,699.27,72.44,43113.25
1916,Central,Industrial,2103.97,1877.07,226.9,12285.82
1917,West,Residential,2269.82,1969.27,300.55,93370.4
1918,North,Industrial,1646.07,1396.99,249.08,29357.86
1919,West,Commercial,1270.58,1239.24,31.34,94956.69
1920,East,Industrial,2391.9,2038.96,352.94,30900.23
1921,North,Residential,656.6,557.39,99.21,67733.55
1922,West,Residential,888.42,869.62,18.8,65890.71
1923,Central,Industrial,1611.82,1409.25,202.57,23852.2
1924,South,Industrial,1368.31,1125.91,242.4,13291.83
1925,North,Residential,1091.34,1047.39,43.95,72735.43
1926,East,Commercial,1448.4,1333.68,114.72,65500.77
1927,West,Commercial,2075.14,1785.97,289.17,84016.29
1928,North,Industrial,1418.04,1201.04,217,68757.49
1929,Central,Commercial,766.83,687.79,79.04,71970.01
1930,Central,Industrial,2127.57,1982.32,145.25,92873.51
1931,South,Industrial,2405.38,2352.23,53.15,81617.4
1932,West,Residential,1679.15,1584.52,94.63,22903.56
1933,South,Industrial,2376.12,1912.78,463.34,49867.89
1934,North,Commercial,2113.32,1699.54,413.78,13202.82
1935,South,Residential,2447.64,2240.93,206.71,88244.66
1936,South,Industrial,1376.58,1216.11,160.47,8444.63
1937,Central,Commercial,1317.9,1177.21,140.69,76169.28
1938,Central,Industrial,885.04,848.87,36.17,82962.03
1939,South,Industrial,1543.91,1240.08,303.83,10104.84
1940,Central,Residential,2434.89,2287.46,147.43,53611.14
1941,East,Industrial,2039.14,1820.61,218.53,20906.28
1942,Central,Industrial,2176.67,1813.19,363.48,40976.23
1943,West,Industrial,2442.37,2111.86,330.51,29326.34
1944,Central,Commercial,1169.01,1082.65,86.36,32576.55
1945,East,Industrial,1274.41,1049.05,225.36,36338.08
1946,East,Residential,838.31,702.77,135.54,88353.12
1947,West,Residential,1890.97,1678.67,212.3,39643.8
1948,East,Industrial,2456.09,2341.19,114.9,26585.02
1949,North,Industrial,763.55,727.3,36.25,61900.73
1950,Central,Residential,2017.74,1897.47,120.27,5309.88
1951,Central,Industrial,611.12,509.75,101.37,26169.17
1952,South,Commercial,1226.89,1195.2,31.69,24089.34
1953,South,Commercial,1710.63,1387.54,323.09,33471.7
1954,North,Industrial,1784.99,1635.25,149.74,77005.79
1955,South,Industrial,1566.25,1424.41,141.84,13036.46
1956,South,Industrial,842.38,688,154.38,75122.97
1957,West,Commercial,1230.18,1005.59,224.59,41244.55
1958,South,Residential,750.5,661.98,88.52,71052.31
1959,West,Industrial,1764.19,1418.94,345.25,24912.58
1960,East,Commercial,1470.39,1325.57,144.82,53172.31
1961,West,Commercial,1694.92,1398.75,296.17,6823.79
1962,Central,Industrial,1049.1,900.41,148.69,6102.26
1963,East,Commercial,1101.58,990.11,111.47,30664.19
1964,Central,Industrial,629.31,592.16,37.15,50573.77
1965,South,Commercial,1682.26,1448.31,233.95,99876.55
1966,North,Residential,525.9,438.11,87.79,20310.51
1967,East,Residential,2377.32,1927.28,450.04,40717.27
1968,North,Industrial,734.09,619.87,114.22,5344.05
1969,North,Residential,1907.22,1789.74,117.48,68500.96
1970,East,Industrial,880.36,857.85,22.51,22423.1
1971,South,Industrial,544.91,508.53,36.38,43330.07
1972,West,Industrial,1339.87,1311.48,28.39,19178.89
1973,Central,Commercial,1150.51,1040.06,110.45,13950.13
1974,East,Commercial,2406.5,2184.88,221.62,58708.36
1975,North,Residential,741.48,673.62,67.86,73504.33
1976,East,Industrial,1978.55,1838.37,140.18,54774.43
1977,North,Residential,1343.09,1111.99,231.1,32904.57
1978,Central,Commercial,674.94,607.66,67.28,47229.62
1979,South,Residential,1048.36,999.77,48.59,38413.23
1980,East,Commercial,1563.3,1516.11,47.19,52309.79
1981,North,Commercial,1589.88,1290.41,299.47,43820.19
1982,South,Commercial,2075.87,1720.17,355.7,17444.79
1983,East,Residential,2323.95,2222.55,101.4,92156.91
1984,North,Commercial,2229.86,2148.36,81.5,48333.74
1985,Central,Commercial,1301.18,1108.35,192.83,60587.5
1986,South,Industrial,1932.4,1873.61,58.79,13462.96
1987,North,Residential,569.27,479.6,89.67,75499.43
1988,South,Industrial,2324.94,2149.12,175.82,25129.91
1989,West,Industrial,2094,1744.84,349.16,29167.35
1990,Central,Commercial,565.49,452.43,113.06,47219.93
1991,West,Industrial,2271.26,1950.28,320.98,13939.24
1992,East,Industrial,2101.71,1916.91,184.8,80593.12
1993,Central,Commercial,848.43,731.66,116.77,24516.04
1994,East,Residential,759.17,676.32,82.85,7269.11
1995,North,Residential,550.34,450.47,99.87,90035.21
1996,South,Commercial,2281.77,2157.8,123.97,68409.06
1997,East,Industrial,1970.21,1595.03,375.18,34808.41
1998,Central,Commercial,1936.58,1884.31,52.27,80972.17
1999,West,Industrial,1738.4,1648.15,90.25,76811.74
2000,East,Residential,2004.45,1937.89,66.56,51304.53
2001,Central,Industrial,1831.5,1562.13,269.37,80477.45
2002,Central,Industrial,1625.53,1348.09,277.44,19290.86
2003,North,Residential,2323.14,2216.34,106.8,90543.75
2004,Central,Residential,799.78,711.17,88.61,17996.21
2005,Central,Commercial,971.84,779.97,191.87,9277.46
2006,South,Residential,1093.19,911.24,181.95,80008.96
2007,East,Residential,2381.6,1999.02,382.58,57421.04
2008,North,Commercial,1013.79,992.34,21.45,34146.74
2009,South,Commercial,558.47,517.02,41.45,38906.34
2010,North,Residential,2493.37,2152.38,340.99,12923.49
2011,East,Commercial,808.48,747.39,61.09,88866.57
2012,Central,Commercial,2415.29,2208.6,206.69,61392.98
2013,Central,Commercial,1159.51,1019.6,139.91,86295.2
2014,North,Residential,2215.26,1974.2,241.06,19825.93
2015,North,Commercial,2008.71,1771.46,237.25,42615.52
2016,East,Commercial,1556.75,1275.94,280.81,26448.98
2017,Central,Residential,1570.86,1531.17,39.69,42424.33
2018,East,Residential,746.29,666.82,79.47,7770.67
2019,West,Industrial,1982.34,1708.05,274.29,70665.71
2020,North,Residential,1164.22,1118.72,45.5,47821.43
2021,West,Industrial,1583.93,1527.38,56.55,85376.82
2022,North,Commercial,742.46,689.91,52.55,23230.34
2023,Central,Residential,1218.54,1126.89,91.65,95644.96
2024,South,Industrial,1533.79,1296.51,237.28,76375.79
2025,East,Commercial,938.77,783.75,155.02,22985.34
2026,South,Industrial,1478.34,1208.01,270.33,74224.4
2027,West,Industrial,2384.55,2024.53,360.02,37223.32
2028,Central,Commercial,1763.81,1727.09,36.72,36637.45
2029,North,Residential,600.45,535.47,64.98,16076.28
2030,East,Residential,1675.58,1386.37,289.21,40145.87
2031,Central,Residential,1664.49,1411.1,253.39,38646.24
2032,East,Residential,2264.41,2124.88,139.53,90772.43
2033,Central,Commercial,1855.72,1761.31,94.41,14938.68
2034,North,Industrial,2362.49,2204.3,158.19,59525.1
2035,South,Industrial,1545.65,1385.14,160.51,83560.9
2036,East,Industrial,2450.57,2212.97,237.6,19640.76
2037,West,Commercial,2050.96,1728.23,322.73,62407.69
2038,South,Industrial,2203.4,1812.14,391.26,97091.61
2039,West,Commercial,2438.17,2385.62,52.55,91529.84
2040,South,Commercial,1947.92,1891.55,56.37,59421.27
2041,North,Industrial,2004.88,1823.08,181.8,76186.37
2042,South,Industrial,1946.23,1663.3,282.93,31631.45
2043,North,Residential,2482.48,2364.19,118.29,67159.28
2044,North,Commercial,1245.82,1068.07,177.75,99847.12
2045,South,Residential,1901.86,1822.99,78.87,85746.86
2046,North,Commercial,549.8,462.84,86.96,47165.32
2047,West,Residential,845.05,678.19,166.86,48769.39
2048,East,Industrial,1595.7,1429.87,165.83,36060.97
2049,East,Residential,2206.14,1966.6,239.54,50790.83
2050,North,Industrial,1274.45,1211.91,62.54,42943.43
2051,East,Commercial,1007.18,955.47,51.71,95417.79
2052,Central,Industrial,1883.34,1787.1,96.24,24759.35
2053,South,Industrial,1738.33,1701.38,36.95,94358.18
2054,Central,Residential,1591.31,1501.89,89.42,65640.71
2055,South,Residential,736.28,716,20.28,70963.41
2056,West,Commercial,1596.67,1429.64,167.03,51622.14
2057,South,Residential,1650.69,1468.57,182.12,57114.66
2058,Central,Residential,893.29,759.54,133.75,50477.51
2059,West,Residential,608.97,497.22,111.75,19010.45
2060,West,Commercial,1348.81,1249.11,99.7,32420.48
2061,West,Industrial,2217.67,2023.82,193.85,74896.49
2062,East,Industrial,622.18,582.12,40.06,54668.8
2063,South,Industrial,1766.63,1715.52,51.11,42400.92
2064,Central,Commercial,1532.91,1242.53,290.38,44190.51
2065,East,Commercial,1208.84,1110.08,98.76,12765.52
2066,North,Commercial,2208.08,1814.43,393.65,6936.5
2067,East,Commercial,1115.99,936.37,179.62,47883.16
2068,North,Residential,1515.06,1468.97,46.09,78644.06
2069,North,Residential,1814.39,1457.07,357.32,30135.17
2070,West,Residential,805.71,668.16,137.55,37339.06
2071,South,Industrial,2114.77,1697.19,417.58,48313.91
2072,Central,Commercial,504.77,470.87,33.9,34115.88
2073,West,Commercial,666.45,633.35,33.1,69133.66
2074,West,Industrial,2264.93,2005.02,259.91,57944.49
2075,South,Industrial,1381.09,1257.87,123.22,66327.79
2076,North,Commercial,1476.47,1188.59,287.88,96853.04
2077,Central,Industrial,2013.09,1846.21,166.88,26411.51
2078,West,Commercial,1714.65,1667.62,47.03,73530.61
2079,East,Industrial,552.83,491.15,61.68,72779.46
2080,East,Commercial,1558.61,1479.49,79.12,23574.48
2081,South,Residential,1253.54,1227.38,26.16,50105.95
2082,South,Residential,889.13,776.29,112.84,82852.2
2083,South,Commercial,651.58,522.53,129.05,71780.54
2084,North,Commercial,904.41,776.57,127.84,35088.29
2085,West,Commercial,1188.94,993.54,195.4,33092.26
2086,North,Commercial,1163.06,1078.05,85.01,46791.72
2087,South,Commercial,1753.65,1564.56,189.09,80397.94
2088,South,Commercial,1737.39,1658.75,78.64,25265.53
2089,East,Residential,1099.41,1067.2,32.21,31459.98
2090,North,Residential,2367.81,1953.26,414.55,60315.7
2091,East,Residential,2364.15,2102.13,262.02,58339.42
2092,North,Industrial,1721.13,1410.57,310.56,48401.02
2093,Central,Industrial,1710.96,1408.59,302.37,80999.9
2094,East,Commercial,1098.21,976.59,121.62,57071.93
2095,East,Commercial,1595.82,1542.29,53.53,49579.6
2096,East,Industrial,1191.08,1060.17,130.91,5508.98
2097,Central,Industrial,1927.89,1844.61,83.28,26513.98
2098,East,Industrial,1061.27,946.57,114.7,51642.75
2099,South,Commercial,512.94,442.82,70.12,7672.12
2100,East,Industrial,1397.76,1302.54,95.22,60939.91
2101,South,Industrial,573.4,530.81,42.59,38651.9
2102,South,Industrial,2165.5,2094.17,71.33,28512.69
2103,South,Industrial,1829.74,1470.34,359.4,45779.8
2104,South,Industrial,1657.57,1406.52,251.05,65075.21
2105,North,Commercial,673.29,617.03,56.26,87860.47
2106,South,Commercial,1148.13,963,185.13,58876.22
2107,South,Commercial,746.86,633.33,113.53,31312.77
2108,Central,Commercial,1066.49,992.71,73.78,50451.01
2109,Central,Commercial,1042.8,974.55,68.25,29604.69
2110,North,Residential,810.16,652.12,158.04,22895.09
2111,West,Residential,1334.29,1091.54,242.75,60140
2112,South,Residential,1665.86,1430.23,235.63,93508.18
2113,East,Industrial,1971.77,1651.04,320.73,89406.93
2114,Central,Commercial,1285.45,1243.39,42.06,61037.13
2115,East,Industrial,2431.95,2132.52,299.43,42010.59
2116,West,Commercial,759.81,651.49,108.32,94732.72
2117,East,Commercial,1355.12,1211.73,143.39,23173.79
2118,South,Commercial,1861.84,1720.63,141.21,84952.7
2119,Central,Commercial,2359.68,2301.27,58.41,55040.91
2120,South,Commercial,1595.3,1549.99,45.31,25616.76
2121,East,Residential,1860.53,1541.98,318.55,82601.15
2122,North,Commercial,1092.79,961.7,131.09,51039.83
2123,East,Industrial,1558.36,1285.47,272.89,27779.6
2124,East,Commercial,1975.18,1919.61,55.57,41302.71
2125,West,Industrial,1303.86,1064.9,238.96,83796.01
2126,East,Industrial,2084.77,1926.95,157.82,86780.57
2127,South,Industrial,1217.35,1106.06,111.29,80396.89
2128,West,Commercial,2027.81,1653.6,374.21,17668.76
2129,North,Commercial,849.13,703.44,145.69,40598.85
2130,North,Commercial,1454.2,1379.18,75.02,84886.93
2131,East,Industrial,1934.62,1693.06,241.56,61432.77
2132,South,Residential,1192.95,982.9,210.05,45542.88
2133,South,Industrial,813.99,708.7,105.29,68283.19
2134,South,Residential,1032.62,829.84,202.78,14651.14
2135,West,Industrial,1140.1,1022.76,117.34,82666.29
2136,North,Commercial,1673.54,1448.36,225.18,91581.68
2137,South,Commercial,2017.85,1686.63,331.22,42341.05
2138,West,Residential,969.32,863.94,105.38,67448.23
2139,South,Commercial,2399.2,2280.77,118.43,78217.77
2140,South,Residential,1995.04,1852.65,142.39,84812.44
2141,East,Residential,1132.38,957.74,174.64,6004.33
2142,West,Commercial,760.4,715.7,44.7,17414.82
2143,Central,Residential,516.24,498.86,17.38,55631.58
2144,South,Commercial,2448.23,2198.97,249.26,27691.03
2145,West,Industrial,2496.19,2428.65,67.54,88897.69
2146,Central,Commercial,759.23,732.43,26.8,39839.03
2147,South,Industrial,1040.5,868.39,172.11,85786.05
2148,North,Commercial,1359.15,1268.54,90.61,80842.3
2149,Central,Commercial,1527.59,1235.7,291.89,35521.92
2150,East,Industrial,2213.36,1790.97,422.39,27942.98
2151,West,Commercial,809.12,785.54,23.58,70676.66
2152,East,Commercial,1121.9,981.06,140.84,15630.8
2153,South,Residential,1329.57,1295.72,33.85,13154.28
2154,East,Commercial,987.72,918.17,69.55,64022.14
2155,East,Commercial,2038.24,1674.61,363.63,50063.52
2156,West,Commercial,1505.42,1291.74,213.68,41343.13
2157,North,Commercial,1900.87,1782.82,118.05,17106.22
2158,East,Commercial,1980.43,1746.5,233.93,79437.24
2159,North,Commercial,1875.6,1594.49,281.11,98821.99
2160,South,Residential,817.48,721.59,95.89,39620.13
2161,North,Industrial,1046.57,913.23,133.34,15608.19
2162,Central,Commercial,2298.08,1899.96,398.12,59939.98
2163,South,Industrial,884.9,745.66,139.24,47989.5
2164,South,Industrial,1762.58,1643.46,119.12,31112.78
2165,West,Industrial,1494.08,1223.14,270.94,57390.11
2166,West,Commercial,1846.76,1554.53,292.23,45424.68
2167,North,Commercial,1897.13,1635.9,261.23,54343.58
2168,Central,Residential,1259.4,1024.36,235.04,97720.36
2169,South,Commercial,2026.24,1774.26,251.98,60776.38
2170,West,Commercial,1855.59,1742.94,112.65,33525.55
2171,South,Residential,1649.61,1502.18,147.43,30953.46
2172,Central,Industrial,1813.42,1650.05,163.37,62716.33
2173,South,Industrial,912.98,893.69,19.29,38841.69
