EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost,cpm,quartile,CostPerMW,EfficiencyQuartile,ReductionPct
2169,South,Commercial,2026.24,1774.26,251.98,60776.38,241.1952535915549,Q2,241.2,Q2,12.44
2170,West,Commercial,1855.59,1742.94,112.65,33525.55,297.60807811806484,Q2,297.61,Q2,6.07
2171,South,Residential,1649.61,1502.18,147.43,30953.46,209.95360510072575,Q2,209.95,Q2,8.94
2172,Central,Industrial,1813.42,1650.05,163.37,62716.33,383.8913509212218,Q3,383.89,Q3,9.01
2173,South,Industrial,912.98,893.69,19.29,38841.69,2013.5660964230174,Q4 (worst),2013.57,Q4 worst,2.11
2174,West,Industrial,535.83,502.68,33.15,99358.98,2997.2542986425337,Q4 (worst),2997.25,Q4 worst,6.19
2175,East,Commercial,1820.1,1487.11,332.99,96040.02,288.41712964353286,Q2,288.42,Q2,18.3
2176,East,Industrial,670.7,574.23,96.47,43289.34,448.7336995957292,Q3,448.73,Q3,14.38
2177,Central,Industrial,1342.5,1095.17,247.33,44892.16,181.5071362147738,Q2,181.51,Q2,18.42
2178,South,Commercial,1113.02,1053.22,59.8,89592.01,1498.1941471571906,Q4 (worst),1498.19,Q4 worst,5.37
2179,West,Residential,678.4,606.79,71.61,13157.72,183.7413769026672,Q2,183.74,Q2,10.56
2180,West,Commercial,1861.87,1657.81,204.06,55595.08,272.44477114574147,Q2,272.44,Q2,10.96
2181,West,Industrial,2494.29,2346.21,148.08,99174.68,669.7371690977849,Q4 (worst),669.74,Q4 worst,5.94
2182,South,Industrial,2455.52,2153.1,302.42,93360.01,308.7097744858144,Q2,308.71,Q2,12.32
2183,East,Industrial,2200.93,1804.66,396.27,46280.44,116.79016831958009,Q1 (best),116.79,Q1 best,18.0
2184,West,Industrial,2173.84,1879.95,293.89,26874.9,91.44543876960769,Q1 (best),91.45,Q1 best,13.52
2185,South,Industrial,1101.35,982.16,119.19,49566.89,415.86450205554155,Q3,415.86,Q3,10.82
2186,West,Industrial,1966.5,1819.67,146.83,61825.29,421.06715248927327,Q3,421.07,Q3,7.47
2187,South,Commercial,1072.04,968.75,103.29,8741.63,84.63191015587181,Q1 (best),84.63,Q1 best,9.63
2188,East,Commercial,2328.28,1868.0,460.28,20563.55,44.67617537151299,Q1 (best),44.68,Q1 best,19.77
2189,South,Commercial,1850.52,1510.33,340.19,21990.47,64.641729621682,Q1 (best),64.64,Q1 best,18.38
2190,South,Commercial,1791.34,1669.9,121.44,74292.79,611.7653985507246,Q3,611.77,Q3,6.78
2191,South,Residential,1309.68,1061.21,248.47,58030.04,233.54948283494988,Q2,233.55,Q2,18.97
2192,North,Commercial,2082.47,1823.45,259.02,62333.45,240.65110802254654,Q2,240.65,Q2,12.44
2193,South,Industrial,1342.18,1141.31,200.87,26576.74,132.30815950614826,Q1 (best),132.31,Q1 best,14.97
2194,West,Industrial,2436.61,2227.11,209.5,66949.98,319.5703102625298,Q2,319.57,Q2,8.6
2195,South,Commercial,629.77,598.8,30.97,26520.19,856.3186955117856,Q4 (worst),856.32,Q4 worst,4.92
2196,West,Residential,932.53,769.42,163.11,25071.82,153.7111151983324,Q1 (best),153.71,Q1 best,17.49
2197,North,Commercial,2098.83,1788.39,310.44,40695.72,131.09045226130652,Q1 (best),131.09,Q1 best,14.79
2198,Central,Residential,1319.37,1290.44,28.93,23239.64,803.3059108192188,Q4 (worst),803.31,Q4 worst,2.19
2199,East,Industrial,1112.66,1005.29,107.37,99986.03,931.2287417341902,Q4 (worst),931.23,Q4 worst,9.65
2200,South,Residential,1855.48,1542.22,313.26,56845.71,181.46494924343995,Q2,181.46,Q2,16.88
2201,East,Industrial,1406.91,1195.93,210.98,64132.66,303.9750687268936,Q2,303.98,Q2,15.0
2202,East,Residential,1224.93,1153.14,71.79,96419.97,1343.0835770998744,Q4 (worst),1343.08,Q4 worst,5.86
2203,North,Industrial,1464.25,1200.16,264.09,87293.23,330.54348896209626,Q3,330.54,Q3,18.04
2204,East,Industrial,2160.63,1909.2,251.43,85666.15,340.7157061607604,Q3,340.72,Q3,11.64
2205,West,Commercial,1370.79,1331.33,39.46,38104.2,965.6411556006082,Q4 (worst),965.64,Q4 worst,2.88
2206,South,Commercial,1033.67,995.85,37.82,8598.23,227.34611316763616,Q2,227.35,Q2,3.66
2207,South,Residential,2258.13,2183.41,74.72,11919.24,159.51873661670234,Q1 (best),159.52,Q1 best,3.31
2208,Central,Industrial,578.42,527.78,50.64,54273.64,1071.754344391785,Q4 (worst),1071.75,Q4 worst,8.75
2209,West,Residential,1857.38,1550.14,307.24,88125.92,286.8308813956516,Q2,286.83,Q2,16.54
2210,East,Industrial,549.81,517.25,32.56,8558.12,262.8415233415233,Q2,262.84,Q2,5.92
2211,South,Industrial,1439.5,1285.62,153.88,23602.33,153.38140109175984,Q1 (best),153.38,Q1 best,10.69
2212,East,Commercial,2037.86,1646.0,391.86,18626.88,47.534527637421526,Q1 (best),47.53,Q1 best,19.23
2213,South,Industrial,743.81,710.61,33.2,82157.06,2474.610240963855,Q4 (worst),2474.61,Q4 worst,4.46
2214,Central,Residential,1820.89,1716.27,104.62,74970.26,716.5958707704071,Q4 (worst),716.6,Q4 worst,5.75
2215,North,Industrial,2301.5,1952.23,349.27,90366.89,258.730752712801,Q2,258.73,Q2,15.18
2216,East,Industrial,1407.42,1173.91,233.51,40086.51,171.66935034902147,Q1 (best),171.67,Q1 best,16.59
2217,West,Residential,2431.26,2318.65,112.61,33920.96,301.22511322262676,Q2,301.23,Q2,4.63
2218,East,Commercial,547.22,533.53,13.69,64386.36,4703.167275383492,Q4 (worst),4703.17,Q4 worst,2.5
2219,South,Industrial,1559.92,1427.84,132.08,45546.07,344.83699273167775,Q3,344.84,Q3,8.47
2220,Central,Residential,2147.5,1778.36,369.14,90824.72,246.04410250853337,Q2,246.04,Q2,17.19
2221,West,Industrial,2302.09,2015.64,286.45,41491.38,144.84684936289057,Q1 (best),144.85,Q1 best,12.44
2222,North,Industrial,1063.6,870.81,192.79,90338.22,468.5835364904819,Q3,468.58,Q3,18.13
2223,Central,Residential,1045.06,923.67,121.39,75439.94,621.4675014416345,Q3,621.47,Q3,11.62
2224,South,Commercial,1737.11,1416.44,320.67,43967.19,137.11039386284966,Q1 (best),137.11,Q1 best,18.46
2225,North,Commercial,2409.57,2345.47,64.1,31626.22,493.3887675507021,Q3,493.39,Q3,2.66
2226,West,Commercial,1535.27,1421.77,113.5,49196.47,433.44907488986786,Q3,433.45,Q3,7.39
2227,South,Commercial,2322.86,2087.27,235.59,95596.16,405.773419924445,Q3,405.77,Q3,10.14
2228,Central,Industrial,606.53,585.41,21.12,90590.36,4289.316287878788,Q4 (worst),4289.32,Q4 worst,3.48
2229,West,Residential,2474.65,2414.53,60.12,35853.4,596.3639387890886,Q3,596.36,Q3,2.43
2230,North,Commercial,2069.06,1800.97,268.09,6955.34,25.944048640381965,Q1 (best),25.94,Q1 best,12.96
2231,West,Residential,1578.29,1435.99,142.3,70395.4,494.6971187631763,Q3,494.7,Q3,9.02
2232,East,Industrial,867.54,833.22,34.32,78300.04,2281.4696969696965,Q4 (worst),2281.47,Q4 worst,3.96
2233,North,Commercial,1134.48,1076.26,58.22,46437.8,797.6262452765374,Q4 (worst),797.63,Q4 worst,5.13
2234,East,Industrial,1144.81,954.89,189.92,32171.72,169.39616680707667,Q1 (best),169.4,Q1 best,16.59
2235,East,Residential,940.76,763.13,177.63,50946.96,286.8150650228002,Q2,286.82,Q2,18.88
2236,East,Residential,825.43,764.61,60.82,89139.72,1465.6317000986517,Q4 (worst),1465.63,Q4 worst,7.37
2237,West,Residential,563.27,480.94,82.33,59994.51,728.7077614478319,Q4 (worst),728.71,Q4 worst,14.62
2238,South,Residential,871.03,761.56,109.47,75208.75,687.0261258792364,Q4 (worst),687.03,Q4 worst,12.57
2239,East,Residential,1482.28,1355.95,126.33,80042.23,633.596374574527,Q3,633.6,Q3,8.52
2240,Central,Industrial,1701.77,1664.94,36.83,89390.38,2427.107792560413,Q4 (worst),2427.11,Q4 worst,2.16
2241,North,Industrial,2486.42,2428.38,58.04,85625.35,1475.2817022742938,Q4 (worst),1475.28,Q4 worst,2.33
2242,North,Residential,1728.25,1484.59,243.66,24233.21,99.45501928917344,Q1 (best),99.46,Q1 best,14.1
2243,Central,Residential,1752.09,1402.24,349.85,93354.33,266.8410175789624,Q2,266.84,Q2,19.97
2244,East,Residential,1156.88,1115.37,41.51,12755.71,307.29245964827754,Q2,307.29,Q2,3.59
2245,Central,Residential,1388.36,1218.65,169.71,16808.84,99.04448765541217,Q1 (best),99.04,Q1 best,12.22
2246,West,Commercial,2085.49,1886.98,198.51,84909.91,427.7361845750844,Q3,427.74,Q3,9.52
2247,East,Commercial,1479.63,1289.79,189.84,29385.25,154.7895596291614,Q1 (best),154.79,Q1 best,12.83
2248,South,Commercial,2137.59,1996.37,141.22,97525.83,690.5950290327149,Q4 (worst),690.6,Q4 worst,6.61
2249,North,Commercial,2085.16,1873.19,211.97,6475.85,30.550785488512528,Q1 (best),30.55,Q1 best,10.17
2250,East,Residential,2024.79,1870.53,154.26,50132.83,324.9891741216129,Q2,324.99,Q2,7.62
2251,East,Commercial,2133.19,1732.76,400.43,39345.35,98.25774792098494,Q1 (best),98.26,Q1 best,18.77
2252,South,Commercial,2454.76,1988.66,466.1,98294.86,210.8879210469856,Q2,210.89,Q2,18.99
2253,East,Residential,1820.66,1545.81,274.85,62005.61,225.59799890849553,Q2,225.6,Q2,15.1
2254,West,Residential,1412.17,1253.3,158.87,57995.2,365.0481525775791,Q3,365.05,Q3,11.25
2255,West,Commercial,2382.2,2307.89,74.31,35629.21,479.46723186650513,Q3,479.47,Q3,3.12
2256,South,Residential,1050.79,951.52,99.27,41789.44,420.9674624760754,Q3,420.97,Q3,9.45
2257,North,Industrial,1908.98,1693.3,215.68,33285.14,154.32650222551928,Q1 (best),154.33,Q1 best,11.3
2258,Central,Residential,718.4,581.61,136.79,15430.02,112.80078953139851,Q1 (best),112.8,Q1 best,19.04
2259,West,Commercial,703.49,634.65,68.84,80275.79,1166.12129575828,Q4 (worst),1166.12,Q4 worst,9.79
2260,South,Commercial,896.0,812.01,83.99,86272.85,1027.180021431123,Q4 (worst),1027.18,Q4 worst,9.37
2261,Central,Industrial,2179.94,1746.57,433.37,53710.56,123.93695918037704,Q1 (best),123.94,Q1 best,19.88
2262,West,Industrial,2190.32,1890.72,299.6,12892.79,43.033344459279036,Q1 (best),43.03,Q1 best,13.68
2263,North,Residential,1605.73,1542.47,63.26,52775.64,834.2655706607651,Q4 (worst),834.27,Q4 worst,3.94
2264,East,Industrial,2187.33,1843.48,343.85,34782.58,101.15625999709175,Q1 (best),101.16,Q1 best,15.72
2265,North,Commercial,1468.63,1373.39,95.24,8474.39,88.97931541369172,Q1 (best),88.98,Q1 best,6.48
2266,South,Commercial,1747.24,1533.36,213.88,7133.33,33.35201982420049,Q1 (best),33.35,Q1 best,12.24
2267,North,Residential,969.74,908.35,61.39,45011.76,733.2099690503339,Q4 (worst),733.21,Q4 worst,6.33
2268,West,Residential,559.7,534.34,25.36,16535.79,652.0421924290222,Q4 (worst),652.04,Q4 worst,4.53
2269,East,Commercial,1865.89,1764.81,101.08,42200.0,417.49109616145626,Q3,417.49,Q3,5.42
2270,South,Commercial,1339.05,1211.9,127.15,17344.09,136.40652772316162,Q1 (best),136.41,Q1 best,9.5
2271,Central,Residential,1375.72,1284.85,90.87,65300.41,718.6135138109387,Q4 (worst),718.61,Q4 worst,6.61
2272,North,Industrial,1914.47,1629.84,284.63,53777.22,188.93728700418086,Q2,188.94,Q2,14.87
2273,Central,Residential,781.03,750.68,30.35,83815.32,2761.6250411861615,Q4 (worst),2761.63,Q4 worst,3.89
2274,South,Commercial,1311.65,1073.24,238.41,47290.2,198.35661255819807,Q2,198.36,Q2,18.18
2275,South,Residential,2266.42,2140.21,126.21,95115.44,753.628397115918,Q4 (worst),753.63,Q4 worst,5.57
2276,East,Commercial,1199.04,1102.63,96.41,65547.21,679.8797842547455,Q4 (worst),679.88,Q4 worst,8.04
2277,West,Industrial,973.21,784.67,188.54,76750.08,407.07584597432907,Q3,407.08,Q3,19.37
2278,Central,Residential,2042.5,1939.19,103.31,51903.75,502.4078017616881,Q3,502.41,Q3,5.06
2279,West,Commercial,1013.64,965.65,47.99,96121.79,2002.954573869556,Q4 (worst),2002.95,Q4 worst,4.73
2280,Central,Residential,548.55,513.14,35.41,51892.29,1465.4699237503532,Q4 (worst),1465.47,Q4 worst,6.46
2281,South,Residential,1178.61,983.05,195.56,15235.78,77.90846798936388,Q1 (best),77.91,Q1 best,16.59
2282,Central,Commercial,692.44,657.19,35.25,38392.73,1089.1554609929078,Q4 (worst),1089.16,Q4 worst,5.09
2283,West,Residential,2135.8,2052.03,83.77,78486.7,936.9308821773905,Q4 (worst),936.93,Q4 worst,3.92
2284,South,Commercial,1579.02,1360.03,218.99,88930.32,406.09306361021055,Q3,406.09,Q3,13.87
2285,South,Industrial,1756.7,1642.29,114.41,38580.96,337.2166768639105,Q3,337.22,Q3,6.51
2286,South,Commercial,825.21,761.0,64.21,77385.56,1205.1948294658155,Q4 (worst),1205.19,Q4 worst,7.78
2287,East,Residential,614.5,530.14,84.36,23954.27,283.95293978188715,Q2,283.95,Q2,13.73
2288,Central,Industrial,1710.67,1613.75,96.92,83400.82,860.511968633925,Q4 (worst),860.51,Q4 worst,5.67
2289,Central,Commercial,1663.54,1557.85,105.69,80285.61,759.6329832529095,Q4 (worst),759.63,Q4 worst,6.35
2290,South,Residential,1967.21,1890.83,76.38,17404.56,227.8680282796544,Q2,227.87,Q2,3.88
2291,West,Residential,2022.37,1696.72,325.65,72426.01,222.40445263319515,Q2,222.4,Q2,16.1
2292,West,Commercial,1991.6,1778.89,212.71,31907.77,150.00597057025996,Q1 (best),150.01,Q1 best,10.68
2293,West,Industrial,554.72,508.76,45.96,95051.65,2068.138598781549,Q4 (worst),2068.14,Q4 worst,8.29
2294,East,Residential,1008.86,837.07,171.79,68352.14,397.881948891088,Q3,397.88,Q3,17.03
2295,North,Residential,1189.93,1104.1,85.83,87812.34,1023.0961202376791,Q4 (worst),1023.1,Q4 worst,7.21
2296,South,Residential,2253.92,1874.32,379.6,10481.46,27.611854583772388,Q1 (best),27.61,Q1 best,16.84
2297,East,Industrial,1577.4,1271.7,305.7,83438.58,272.9426889106968,Q2,272.94,Q2,19.38
2298,South,Industrial,794.24,737.16,57.08,60991.96,1068.5346881569726,Q4 (worst),1068.53,Q4 worst,7.19
2299,East,Residential,2281.38,1945.05,336.33,75416.37,224.23325305503522,Q2,224.23,Q2,14.74
2300,North,Residential,1782.9,1583.8,199.1,29990.3,150.62933199397287,Q1 (best),150.63,Q1 best,11.17
2301,West,Industrial,2023.1,1833.56,189.54,69377.56,366.031233512715,Q3,366.03,Q3,9.37
2302,North,Residential,1695.58,1430.16,265.42,76400.4,287.8471855926456,Q2,287.85,Q2,15.65
2303,Central,Industrial,585.1,470.37,114.73,29548.93,257.55190447136755,Q2,257.55,Q2,19.61
2304,West,Commercial,760.34,687.43,72.91,25946.23,355.8665477986559,Q3,355.87,Q3,9.59
2305,East,Industrial,1869.09,1612.1,256.99,67242.71,261.65496711934315,Q2,261.65,Q2,13.75
2306,South,Industrial,694.23,645.23,49.0,69729.02,1423.041224489796,Q4 (worst),1423.04,Q4 worst,7.06
2307,North,Commercial,2154.63,1888.96,265.67,57835.74,217.69767004178112,Q2,217.7,Q2,12.33
2308,South,Commercial,1703.11,1529.29,173.82,14869.22,85.5437809227937,Q1 (best),85.54,Q1 best,10.21
2309,West,Industrial,2009.6,1853.88,155.72,38546.64,247.53814538916004,Q2,247.54,Q2,7.75
2310,East,Commercial,1695.19,1592.99,102.2,26865.29,262.8697651663405,Q2,262.87,Q2,6.03
2311,Central,Industrial,1478.44,1280.06,198.38,35407.78,178.48462546627684,Q2,178.48,Q2,13.42
2312,West,Industrial,1584.64,1447.73,136.91,56299.59,411.21605434226865,Q3,411.22,Q3,8.64
2313,South,Industrial,1512.37,1465.95,46.42,82266.77,1772.2268418785006,Q4 (worst),1772.23,Q4 worst,3.07
2314,North,Commercial,2390.06,2328.31,61.75,7856.56,127.23174089068827,Q1 (best),127.23,Q1 best,2.58
2315,West,Residential,558.37,490.08,68.29,77015.08,1127.7651193439742,Q4 (worst),1127.77,Q4 worst,12.23
2316,Central,Commercial,2406.6,2185.47,221.13,49911.47,225.71098448876228,Q2,225.71,Q2,9.19
2317,Central,Industrial,2143.3,1991.79,151.51,52338.44,345.44544914527097,Q3,345.45,Q3,7.07
2318,Central,Residential,557.34,537.48,19.86,22859.94,1151.0543806646526,Q4 (worst),1151.05,Q4 worst,3.56
2319,West,Residential,2078.07,1964.62,113.45,78771.57,694.3285147642133,Q4 (worst),694.33,Q4 worst,5.46
2320,North,Industrial,1495.56,1220.29,275.27,59731.18,216.99124495949434,Q2,216.99,Q2,18.41
2321,North,Commercial,922.06,803.39,118.67,42686.97,359.71155304626274,Q3,359.71,Q3,12.87
2322,South,Residential,2392.19,2172.07,220.12,27531.14,125.07332364165,Q1 (best),125.07,Q1 best,9.2
2323,North,Residential,1293.24,1227.9,65.34,74147.11,1134.7889501071318,Q4 (worst),1134.79,Q4 worst,5.05
2324,Central,Commercial,2482.44,2352.93,129.51,97392.23,752.0054822021466,Q4 (worst),752.01,Q4 worst,5.22
2325,East,Residential,1716.18,1443.19,272.99,28586.46,104.71614344847796,Q1 (best),104.72,Q1 best,15.91
2326,West,Commercial,1537.77,1253.74,284.03,47858.34,168.49748266028237,Q1 (best),168.5,Q1 best,18.47
2327,Central,Industrial,1776.09,1517.79,258.3,96271.57,372.7122338366241,Q3,372.71,Q3,14.54
2328,West,Residential,2344.28,2263.58,80.7,20010.1,247.95662949194545,Q2,247.96,Q2,3.44
2329,Central,Residential,1303.19,1195.87,107.32,93371.57,870.0295378307866,Q4 (worst),870.03,Q4 worst,8.24
2330,East,Residential,1437.57,1243.09,194.48,53073.42,272.89911559029207,Q2,272.9,Q2,13.53
2331,East,Industrial,560.05,507.04,53.01,10656.54,201.02886247877763,Q2,201.03,Q2,9.47
2332,East,Residential,1224.88,1066.41,158.47,84257.03,531.6907301066448,Q3,531.69,Q3,12.94
2333,North,Residential,704.88,608.37,96.51,10187.59,105.55994197492487,Q1 (best),105.56,Q1 best,13.69
2334,West,Residential,2361.16,2130.08,231.08,59240.53,256.3637268478449,Q2,256.36,Q2,9.79
2335,West,Commercial,1840.26,1550.87,289.39,13550.05,46.822799682089915,Q1 (best),46.82,Q1 best,15.73
2336,Central,Industrial,699.42,651.82,47.6,31988.83,672.034243697479,Q4 (worst),672.03,Q4 worst,6.81
2337,South,Commercial,783.74,637.95,145.79,32035.93,219.7402428150079,Q2,219.74,Q2,18.6
2338,West,Residential,1043.81,875.19,168.62,93460.99,554.2698968093939,Q3,554.27,Q3,16.15
2339,East,Commercial,2154.71,1960.62,194.09,79078.65,407.43289195733934,Q3,407.43,Q3,9.01
2340,North,Commercial,2236.77,2180.59,56.18,33500.38,596.3043787824848,Q3,596.3,Q3,2.51
2341,Central,Commercial,1919.21,1814.93,104.28,95912.81,919.762274645186,Q4 (worst),919.76,Q4 worst,5.43
2342,South,Industrial,1979.17,1592.5,386.67,62955.45,162.81441539297074,Q1 (best),162.81,Q1 best,19.54
2343,North,Commercial,584.08,529.75,54.33,99398.08,1829.5247561200074,Q4 (worst),1829.52,Q4 worst,9.3
2344,North,Residential,1373.31,1267.42,105.89,83774.69,791.1482670696006,Q4 (worst),791.15,Q4 worst,7.71
2345,East,Industrial,726.18,615.28,110.9,91003.02,820.5862939585212,Q4 (worst),820.59,Q4 worst,15.27
2346,North,Industrial,1063.22,1020.53,42.69,8402.84,196.83391895057392,Q2,196.83,Q2,4.02
2347,West,Commercial,833.16,697.09,136.07,88747.18,652.2170941427206,Q4 (worst),652.22,Q4 worst,16.33
2348,East,Residential,1293.14,1129.38,163.76,5055.63,30.87219101123596,Q1 (best),30.87,Q1 best,12.66
2349,East,Commercial,950.93,875.44,75.49,33716.98,446.64167439395953,Q3,446.64,Q3,7.94
2350,East,Commercial,1758.51,1476.24,282.27,46053.05,163.1524781237822,Q1 (best),163.15,Q1 best,16.05
2351,South,Industrial,2350.22,1999.87,350.35,70058.23,199.96640502354785,Q2,199.97,Q2,14.91
2352,South,Industrial,2356.62,1937.32,419.3,65755.18,156.82132124970187,Q1 (best),156.82,Q1 best,17.79
2353,Central,Commercial,1578.93,1528.52,50.41,70601.56,1400.546716921246,Q4 (worst),1400.55,Q4 worst,3.19
2354,North,Industrial,1959.76,1837.72,122.04,36914.88,302.4818092428712,Q2,302.48,Q2,6.23
2355,Central,Commercial,1494.35,1296.99,197.36,21633.36,109.61370085123632,Q1 (best),109.61,Q1 best,13.21
2356,North,Commercial,1989.81,1716.52,273.29,99861.99,365.40667422884115,Q3,365.41,Q3,13.73
2357,South,Residential,1664.85,1392.21,272.64,98986.63,363.06715815727705,Q3,363.07,Q3,16.38
2358,Central,Industrial,953.3,768.87,184.43,51981.8,281.8511088217752,Q2,281.85,Q2,19.35
2359,North,Commercial,1653.58,1545.15,108.43,51449.72,474.4970948999354,Q3,474.5,Q3,6.56
2360,East,Residential,2084.1,1842.51,241.59,61759.95,255.63951322488512,Q2,255.64,Q2,11.59
2361,North,Industrial,1513.43,1443.01,70.42,55735.52,791.4728770235728,Q4 (worst),791.47,Q4 worst,4.65
2362,East,Industrial,2257.84,2062.94,194.9,95332.15,489.1336582863006,Q3,489.13,Q3,8.63
2363,North,Residential,1523.49,1367.84,155.65,17468.2,112.22743334404112,Q1 (best),112.23,Q1 best,10.22
2364,East,Industrial,1548.32,1390.61,157.71,75023.2,475.70350643586323,Q3,475.7,Q3,10.19
2365,West,Industrial,1266.7,1081.22,185.48,52347.4,282.2266551649774,Q2,282.23,Q2,14.64
2366,South,Residential,1032.22,964.91,67.31,45805.87,680.5210221363839,Q4 (worst),680.52,Q4 worst,6.52
2367,North,Industrial,627.71,557.61,70.1,8800.96,125.54864479315263,Q1 (best),125.55,Q1 best,11.17
2368,West,Industrial,1605.4,1414.93,190.47,26046.2,136.74699427731403,Q1 (best),136.75,Q1 best,11.86
2369,East,Commercial,1344.28,1146.55,197.73,29283.87,148.10028827188592,Q1 (best),148.1,Q1 best,14.71
2370,South,Commercial,1552.58,1322.66,229.92,76586.23,333.0994693806541,Q3,333.1,Q3,14.81
2371,East,Residential,2324.01,2091.92,232.09,19665.31,84.73139730277047,Q1 (best),84.73,Q1 best,9.99
2372,South,Industrial,1904.19,1648.94,255.25,59426.63,232.8173555337904,Q2,232.82,Q2,13.4
2373,East,Residential,958.04,900.23,57.81,30559.05,528.6118318629995,Q3,528.61,Q3,6.03
2374,West,Industrial,1138.91,943.32,195.59,94753.98,484.45206810164115,Q3,484.45,Q3,17.17
2375,East,Commercial,1865.31,1791.61,73.7,42839.08,581.2629579375848,Q3,581.26,Q3,3.95
2376,West,Commercial,757.75,673.38,84.37,14098.14,167.09896882778236,Q1 (best),167.1,Q1 best,11.13
2377,North,Commercial,1338.82,1249.02,89.8,57844.08,644.143429844098,Q3,644.14,Q3,6.71
2378,West,Residential,1560.32,1401.99,158.33,88864.88,561.2636897618897,Q3,561.26,Q3,10.15
2379,North,Residential,1463.87,1398.52,65.35,49892.46,763.4653404743689,Q4 (worst),763.47,Q4 worst,4.46
2380,East,Industrial,1380.74,1269.31,111.43,12337.91,110.72341380238714,Q1 (best),110.72,Q1 best,8.07
2381,West,Commercial,508.37,470.43,37.94,64806.26,1708.124934106484,Q4 (worst),1708.12,Q4 worst,7.46
2382,Central,Commercial,1943.9,1749.32,194.58,49903.89,256.46978106691336,Q2,256.47,Q2,10.01
2383,West,Industrial,1339.36,1165.4,173.96,93192.2,535.710508162796,Q3,535.71,Q3,12.99
2384,West,Commercial,2164.1,1740.99,423.11,36455.59,86.1610219564652,Q1 (best),86.16,Q1 best,19.55
2385,East,Industrial,2065.18,1759.84,305.34,41922.76,137.29861793410626,Q1 (best),137.3,Q1 best,14.79
